Bayesian AuTomated Metabolite Analyser,https://r-forge.r-project.org/projects/batman/
Bayesian Biclustering,https://r-forge.r-project.org/projects/baybi/
Bayesian Estimation and Model Checking,https://r-forge.r-project.org/projects/georglsm/
Bayesian Factor Analysis,https://r-forge.r-project.org/projects/bfa/
Bayesian Fractional Polynomials,https://r-forge.r-project.org/projects/bfp/
Bayesian Time-Strat. Population Analysis,https://r-forge.r-project.org/projects/btspas/
Bayesian inference for diffusions,https://r-forge.r-project.org/projects/bipod/
Bayesian methods for IV regression,https://r-forge.r-project.org/projects/bivpack/
Bayesian pharmacogenetics model,https://r-forge.r-project.org/projects/bppkgx/
Bayesian spatial regression,https://r-forge.r-project.org/projects/spdep2/
Belief Propagation,https://r-forge.r-project.org/projects/bprop/
Benchmark Experiment Framework,https://r-forge.r-project.org/projects/benchmark/
Benchmarking genomic data integration,https://r-forge.r-project.org/projects/intcomp/
Bertin matrices,https://r-forge.r-project.org/projects/bertin/
Bias reduction in GLMs,https://r-forge.r-project.org/projects/brglm/
Biclustering Algorithm,https://r-forge.r-project.org/projects/uhcluster/
BioCro,https://r-forge.r-project.org/projects/biocro/
BioMod,https://r-forge.r-project.org/projects/biomod/
Bioclim Variables,https://r-forge.r-project.org/projects/bcvars/
BiplotGUI: Interactive Biplots in R,https://r-forge.r-project.org/projects/biplotgui/
BlockR,https://r-forge.r-project.org/projects/blockr/
Boost C++ Template Library Project,https://r-forge.r-project.org/projects/boostheaders/
Boosting functional regression models,https://r-forge.r-project.org/projects/fdboost/
Boosting of Multi State Models,https://r-forge.r-project.org/projects/gamboostmsm/
BradleyTerry2,https://r-forge.r-project.org/projects/bradleyterry2/
BrandPuls CHAID and CLUSTER analyses,https://r-forge.r-project.org/projects/brandpulscc/
Break preserving local linear,https://r-forge.r-project.org/projects/bpll/
Breakpoint detection error,https://r-forge.r-project.org/projects/berr/
Breaks For Additive Season and Trend,https://r-forge.r-project.org/projects/bfast/
Brier Score Decomposition,https://r-forge.r-project.org/projects/bride/
CALIBER health records research toolkit,https://r-forge.r-project.org/projects/caliberanalysis/
CENS,https://r-forge.r-project.org/projects/cens/
CENTIPEDE,https://r-forge.r-project.org/projects/centipede/
CETS Neuron/Glia reference samples,https://r-forge.r-project.org/projects/cetsbrain/
CFFDRS Calculations,https://r-forge.r-project.org/projects/cffdrs/
CHAID,https://r-forge.r-project.org/projects/chaid/
CHARM DNA methylation example dataset,https://r-forge.r-project.org/projects/charmdata/
CHNOSZ,https://r-forge.r-project.org/projects/chnosz/
CIPS-R,https://r-forge.r-project.org/projects/cipsr/
CITAN,https://r-forge.r-project.org/projects/citan/
CItools,https://r-forge.r-project.org/projects/cia/
CLAG,https://r-forge.r-project.org/projects/clag/
CN Profiling with Sequencing and CBS,https://r-forge.r-project.org/projects/seqcnv/
CNAV,https://r-forge.r-project.org/projects/cnav/
COGARCH,https://r-forge.r-project.org/projects/cogarch/
CPP,https://r-forge.r-project.org/projects/cpp/
CRCx,https://r-forge.r-project.org/projects/crcx/
CRImage,https://r-forge.r-project.org/projects/crimage/
CShapes Dataset and Utilities,https://r-forge.r-project.org/projects/cshapes/
CVD,https://r-forge.r-project.org/projects/cvd/
CXXR: Refactorising R into C++,https://r-forge.r-project.org/projects/cxxr/
CalMaT,https://r-forge.r-project.org/projects/calmat/
CandidateBacon,https://r-forge.r-project.org/projects/candidatebacon/
Castillo-Grones Mimetic Difference Op,https://r-forge.r-project.org/projects/cgmimetic/
CatDyn Package for Catch Dynamics Models,https://r-forge.r-project.org/projects/catdyn/
Causal Effects Sensitivity Analysis,https://r-forge.r-project.org/projects/cesens/
Cell epigenotype specific (CETS) marks,https://r-forge.r-project.org/projects/cets/
CellMix,https://r-forge.r-project.org/projects/cellmix/
Chapman & Feit: R-Marketing,https://r-forge.r-project.org/projects/r-marketing/
Circular Statistics,https://r-forge.r-project.org/projects/circular/
Class Prediction,https://r-forge.r-project.org/projects/classpred/
Classification and Regression Training,https://r-forge.r-project.org/projects/caret/
Classification methods and visualization,https://r-forge.r-project.org/projects/klar/
Classification rules,https://r-forge.r-project.org/projects/crules/
Climate Analogues,https://r-forge.r-project.org/projects/analogues/
Closed Skew Normal Distribution,https://r-forge.r-project.org/projects/csn/
Clustericat,https://r-forge.r-project.org/projects/clustericat/
Clustering (Discrete) Distributions,https://r-forge.r-project.org/projects/clustddist/
Clustering using convex fusion penalties,https://r-forge.r-project.org/projects/clusterpath/
Clusterwise Effect Regression,https://r-forge.r-project.org/projects/clere/
Co-correspondence Analysis Methods,https://r-forge.r-project.org/projects/cocorresp/
CoModes,https://r-forge.r-project.org/projects/comodes/
Coalescent for compartmental models,https://r-forge.r-project.org/projects/colgem/
Collection of Exploratory Graphs,https://r-forge.r-project.org/projects/exgraphs/
Collocations and statistical association,https://r-forge.r-project.org/projects/collocations/
Colour Schemes,https://r-forge.r-project.org/projects/colourscheme/
ComInd,https://r-forge.r-project.org/projects/comind/
Combining Classifiers,https://r-forge.r-project.org/projects/fusebox/
CommEcol - Analyses in Community Ecology,https://r-forge.r-project.org/projects/commecol/
Community assembly simulation and diagno,https://r-forge.r-project.org/projects/casad/
Comopricing,https://r-forge.r-project.org/projects/como/
Companion for Applied Linear Regression,https://r-forge.r-project.org/projects/alr3/
Compensatory Fuzzy Logic (CFL),https://r-forge.r-project.org/projects/cfl/
Complex Data Visualization,https://r-forge.r-project.org/projects/compdataviz/
Complex Surveys,https://r-forge.r-project.org/projects/r-survey/
Composite Likelihood for Random Fields,https://r-forge.r-project.org/projects/comprandfld/
Computational Statistics: Intro to R,https://r-forge.r-project.org/projects/sintro/
Computer-Assisted Analysis of Mixtures,https://r-forge.r-project.org/projects/caman/
Conditional Random Fields,https://r-forge.r-project.org/projects/crf/
Conditional multivariate extremes ,https://r-forge.r-project.org/projects/texmex/
Confidence intervals for the odds ratio,https://r-forge.r-project.org/projects/orci/
Conifers Young Stand Growth Model,https://r-forge.r-project.org/projects/rconifers/
Consensus mean,https://r-forge.r-project.org/projects/consensusmean/
Continuous Character Transitions,https://r-forge.r-project.org/projects/mattice/
Contrasts,https://r-forge.r-project.org/projects/contrast/
Convert inline comments to documentation,https://r-forge.r-project.org/projects/inlinedocs/
Copulas modeling Multivariate Dependence,https://r-forge.r-project.org/projects/nacopula/
CorReg,https://r-forge.r-project.org/projects/correg/
Corbi,https://r-forge.r-project.org/projects/corbi/
CoreArray,https://r-forge.r-project.org/projects/gdsfmt/
Cover tree for fast neighbor finding,https://r-forge.r-project.org/projects/covertree/
CoxFlexBoost,https://r-forge.r-project.org/projects/coxflexboost/
Credit Risk Management,https://r-forge.r-project.org/projects/creditrisk/
Crop Climate Change Course,https://r-forge.r-project.org/projects/cropcc/
Crop and disease modeling,https://r-forge.r-project.org/projects/cropsim/
Cross-validation-based GWAS,https://r-forge.r-project.org/projects/cvgwas/
CulturalAnalytics,https://r-forge.r-project.org/projects/rca/
Cureos,https://r-forge.r-project.org/projects/cureos/
Curve Estimation etc,https://r-forge.r-project.org/projects/curves-etc/
Customized Gene Set Enrichment Analysis,https://r-forge.r-project.org/projects/cgsea/
DCchoice for contingent valuation method,https://r-forge.r-project.org/projects/dcchoice/
DClusterm,https://r-forge.r-project.org/projects/dclusterm/
DDIwR,https://r-forge.r-project.org/projects/ddiwr/
DEFFbinary,https://r-forge.r-project.org/projects/deffbinary/
DEoptim,https://r-forge.r-project.org/projects/deoptim/
DHclus,https://r-forge.r-project.org/projects/dhclus/
DICOM: Import DICOM data via R,https://r-forge.r-project.org/projects/dicom/
DMD_package,https://r-forge.r-project.org/projects/dmd/
DNA Microarray Datasets,https://r-forge.r-project.org/projects/uarraydatasets/
DNAMR,https://r-forge.r-project.org/projects/dnamr/
DOE: Design of Experiments,https://r-forge.r-project.org/projects/doe/
DREAM: global adaptive MCMC,https://r-forge.r-project.org/projects/dream/
Daily_R_codes,https://r-forge.r-project.org/projects/silascripts/
Data Analysis Using Regression,https://r-forge.r-project.org/projects/armlite/
Data Frames with Metadata,https://r-forge.r-project.org/projects/mframe/
Data files for Appl. Linear Regression 4,https://r-forge.r-project.org/projects/alr4/
Data from continuous NHANES (1999-2012),https://r-forge.r-project.org/projects/nhanesdata/
Dataset,https://r-forge.r-project.org/projects/dataset/
Datasets from The Statistical Sleuth,https://r-forge.r-project.org/projects/sleuth2/
Dave Armstrong's Misc Functions,https://r-forge.r-project.org/projects/damisc/
David E Knauss,https://r-forge.r-project.org/projects/tonalhierarchy/
David Philip Judge,https://r-forge.r-project.org/projects/camb-training/
DeadCanMove,https://r-forge.r-project.org/projects/deadcanmove/
Debug,https://r-forge.r-project.org/projects/debug/
Debugging Tools for grid,https://r-forge.r-project.org/projects/griddebug/
Decision curve analysis,https://r-forge.r-project.org/projects/dca/
Deconvolution by Weighted Kernels,https://r-forge.r-project.org/projects/deconwk/
DeducerPlugInScaling,https://r-forge.r-project.org/projects/deducerscaling/
DeducerRichOutput,https://r-forge.r-project.org/projects/richoutput/
Demonstrations for teaching and learning,https://r-forge.r-project.org/projects/teachingdemos/
Dendrometry,https://r-forge.r-project.org/projects/dendrometry/
Density Ratio Model,https://r-forge.r-project.org/projects/drm/
Dependency modeling toolbox,https://r-forge.r-project.org/projects/dmt/
DepthProc,https://r-forge.r-project.org/projects/depthproc/
Design-based estimators for continua.,https://r-forge.r-project.org/projects/estimators4nfi/
DetSel,https://r-forge.r-project.org/projects/detsel/
DetritalFTfit,https://r-forge.r-project.org/projects/detritalftfit/
Devnet,https://r-forge.r-project.org/projects/devnet/
DiagnosisMed,https://r-forge.r-project.org/projects/diagnosismed/
Diagnostic and prognostic meta-analysis,https://r-forge.r-project.org/projects/metamisc/
Diagnostic tools for Bicluster methods,https://r-forge.r-project.org/projects/bcdiag/
DierckxSpline,https://r-forge.r-project.org/projects/dierckxspline/
Differential Protein Expression Analysis,https://r-forge.r-project.org/projects/dpeaqms/
Diffusion-based cartograms,https://r-forge.r-project.org/projects/cart/
Digital Observatory for Protected Areas,https://r-forge.r-project.org/projects/dopa/
Digital Soil Informatic Tools,https://r-forge.r-project.org/projects/ithir/
Dimension Reduction Regression,https://r-forge.r-project.org/projects/dr/
Direct labels for plots,https://r-forge.r-project.org/projects/directlabels/
Dirichlet Distributions,https://r-forge.r-project.org/projects/dirichlet/
DirichletReg - Dirichlet Regression,https://r-forge.r-project.org/projects/dirichletreg/
DiscreteMTP Package,https://r-forge.r-project.org/projects/discretemtp/
Discretization-Based Random Sampling,https://r-forge.r-project.org/projects/wanglee/
Disease progression models,https://r-forge.r-project.org/projects/multistate/
Distance Weighted Discrimination (DWD),https://r-forge.r-project.org/projects/dwd/
Distributional semantics in R,https://r-forge.r-project.org/projects/wordspace/
Dose Utility Explorer,https://r-forge.r-project.org/projects/due/
Downscaling species occupancy,https://r-forge.r-project.org/projects/downscale/
Drawing Node-and-Edge Graphs Using Grid,https://r-forge.r-project.org/projects/gridgraph/
Drought,https://r-forge.r-project.org/projects/drought/
Dwell Time Analysis for Web Data,https://r-forge.r-project.org/projects/survweb/
Dyadic Data Analysis,https://r-forge.r-project.org/projects/apim/
Dynamic Linear Models,https://r-forge.r-project.org/projects/dlm/
Dynamic Time Warp,https://r-forge.r-project.org/projects/dtw/
Dynamic Treatment Regimes,https://r-forge.r-project.org/projects/dyntxregime/
EBS,https://r-forge.r-project.org/projects/ebs/
ESM,https://r-forge.r-project.org/projects/esm/
Early Warning Signals Toolbox,https://r-forge.r-project.org/projects/earlywarnings/
Earth Mover Distance,https://r-forge.r-project.org/projects/earthmovdist/
Easy database interface,https://r-forge.r-project.org/projects/easydb/
EasyABC,https://r-forge.r-project.org/projects/easyabc/
Ecdat : data sets for econometrics,https://r-forge.r-project.org/projects/ecdat/
EcoHydrology,https://r-forge.r-project.org/projects/ecohydrology/
EcoVirtual,https://r-forge.r-project.org/projects/ecovirtual/
Ecological Inference eiwild-package,https://r-forge.r-project.org/projects/eiwild/
Eddy-Covariance Data Processing,https://r-forge.r-project.org/projects/reddyproc/
Educational Assessment Tools,https://r-forge.r-project.org/projects/eat/
Electricity market models,https://r-forge.r-project.org/projects/electricity/
Electronics Package,https://r-forge.r-project.org/projects/electronics-r/
ElemStatLearn,https://r-forge.r-project.org/projects/elemstatlearn/
EnQuireR,https://r-forge.r-project.org/projects/enquirer/
Enhanced SVG output from R,https://r-forge.r-project.org/projects/gridsvg/
Entropy-based LISA,https://r-forge.r-project.org/projects/elisa/
Envelope Methods,https://r-forge.r-project.org/projects/envlp/
Epi package for epidemiology with R,https://r-forge.r-project.org/projects/epi/
EpiNetics,https://r-forge.r-project.org/projects/epinetics/
Epidemiology Tools (epitools),https://r-forge.r-project.org/projects/epitools/
Epigenotyping using bisulfite sequencing,https://r-forge.r-project.org/projects/epig/
Estimation and Model Checking for GLSM,https://r-forge.r-project.org/projects/geoglsm/
Euca2oolsR,https://r-forge.r-project.org/projects/euca2ools/
Event History Analysis,https://r-forge.r-project.org/projects/eventhistory/
Event Studies,https://r-forge.r-project.org/projects/eventstudies/
Event related potentials,https://r-forge.r-project.org/projects/erpr/
Event-Related Potential Toolset,https://r-forge.r-project.org/projects/erp/
Evolution simulation and classification,https://r-forge.r-project.org/projects/nicholsonppp/
Evolutionary Biology in R,https://r-forge.r-project.org/projects/evobir/
Evolutionary models in R,https://r-forge.r-project.org/projects/evolmod/
ExLiebeRes,https://r-forge.r-project.org/projects/exlieberes/
ExactCI,https://r-forge.r-project.org/projects/exactci/
ExactCIdiff,https://r-forge.r-project.org/projects/exactcidiff/
ExactSampling,https://r-forge.r-project.org/projects/exactsampling/
Executables for phylogenetics,https://r-forge.r-project.org/projects/phyexe/
ExpDes - Experimental Designs,https://r-forge.r-project.org/projects/expdes/
ExpectedReturns,https://r-forge.r-project.org/projects/expectedreturns/
Experimental Design Tools,https://r-forge.r-project.org/projects/daewr/
Exploratory and Confirmatory FA Outliers,https://r-forge.r-project.org/projects/faoutlier/
Exploratory space-time data analysis,https://r-forge.r-project.org/projects/spdyn/
Export tables to markup formats,https://r-forge.r-project.org/projects/ytable/
Extra Utilities for Lattice Graphics,https://r-forge.r-project.org/projects/latticeextra/
Extremal Dependence,https://r-forge.r-project.org/projects/extremaldep/
Extremal processes,https://r-forge.r-project.org/projects/extremalproc/
Extreme Values in R (evir),https://r-forge.r-project.org/projects/evir/
Eye movement analysis package,https://r-forge.r-project.org/projects/emov/
FAOSTAT,https://r-forge.r-project.org/projects/faostat/
FFD - Freedom From Disease,https://r-forge.r-project.org/projects/ffd/
FLR,https://r-forge.r-project.org/projects/flr/
FME: Flexible Modelling Environment,https://r-forge.r-project.org/projects/fme/
FNTD,https://r-forge.r-project.org/projects/fntd/
FSim,https://r-forge.r-project.org/projects/fsim/
FUtils,https://r-forge.r-project.org/projects/futils/
FWI System and FBP System calculations,https://r-forge.r-project.org/projects/fwi-fbp/
FactoClass,https://r-forge.r-project.org/projects/factoclass/
FactoMineR,https://r-forge.r-project.org/projects/factominer/
Family based association genetics tools,https://r-forge.r-project.org/projects/familyassocqt/
Fast Generalized Ridge Regression,https://r-forge.r-project.org/projects/bigrr/
Fast Regularized Canonical Correlation,https://r-forge.r-project.org/projects/frcc/
Fast functions for stock market analysis,https://r-forge.r-project.org/projects/stocks/
Fast kNN with Search Trees,https://r-forge.r-project.org/projects/fastknn/
Fast- and Frugal Trees [early alpha!] ,https://r-forge.r-project.org/projects/fftrees/
FastPCS,https://r-forge.r-project.org/projects/mysmallpackage/
Feature Selector,https://r-forge.r-project.org/projects/fselector/
Field Warranty Analysis,https://r-forge.r-project.org/projects/ymhunter17/
FinTS,https://r-forge.r-project.org/projects/fints/
Finance Conductor,https://r-forge.r-project.org/projects/finconductor/
Finding word alignment using IBM model 1,https://r-forge.r-project.org/projects/word-alignment/
Fingerprints based ranking of biclusters,https://r-forge.r-project.org/projects/bcrank/
First Passage Times,https://r-forge.r-project.org/projects/fpt/
Fish Reproduction and Fisheries COST,https://r-forge.r-project.org/projects/fresh/
FishGraph,https://r-forge.r-project.org/projects/fishgraph/
Fitting LMs and GLMs to Large Data Sets,https://r-forge.r-project.org/projects/speedglm/
Fitting RSLN models,https://r-forge.r-project.org/projects/rsln/
FlexBayes,https://r-forge.r-project.org/projects/flexbayes/
Floating Grid Method,https://r-forge.r-project.org/projects/fgm/
Flow and Load Duration Curves for TMDL,https://r-forge.r-project.org/projects/tmdl/
Food web models and statistics,https://r-forge.r-project.org/projects/foodweb/
Foreach parallel adaptor for Rmpi,https://r-forge.r-project.org/projects/dompi/
Forecasting with Artificial Intelligence,https://r-forge.r-project.org/projects/forai/
Foreign Function Interface,https://r-forge.r-project.org/projects/ffi/
Forest Inventory Tools,https://r-forge.r-project.org/projects/fitools/
Formula: Extended Formulas,https://r-forge.r-project.org/projects/formula/
Fractal Time Series Analysis,https://r-forge.r-project.org/projects/fractal/
FractalBrain,https://r-forge.r-project.org/projects/fractalbrain/
Funclustering,https://r-forge.r-project.org/projects/soueidatt/
Function value data spatial prediction,https://r-forge.r-project.org/projects/geofd/
Functional,https://r-forge.r-project.org/projects/functional/
Functional diversity,https://r-forge.r-project.org/projects/fdiversity/
Functions and models related to dairy,https://r-forge.r-project.org/projects/dairy/
Functions to Ease Initial Student Use,https://r-forge.r-project.org/projects/gcur/
Funds Management Rankings,https://r-forge.r-project.org/projects/fundr/
Fused-ANOVA,https://r-forge.r-project.org/projects/fusedanova/
Fuzzy Hybrid System (shd),https://r-forge.r-project.org/projects/shd/
FuzzyNumbers,https://r-forge.r-project.org/projects/fuzzynumbers/
G2Sd,https://r-forge.r-project.org/projects/g2sd/
GADA,https://r-forge.r-project.org/projects/gada/
GAMLSS,https://r-forge.r-project.org/projects/gamlss/
GARPFRM-Enhance,https://r-forge.r-project.org/projects/garpfrmenhance/
GC/MS data simulator,https://r-forge.r-project.org/projects/chromatosimul/
GE and CN joint analysis,https://r-forge.r-project.org/projects/sge/
GLMM with Lasso,https://r-forge.r-project.org/projects/lmmlasso/
GLUCPACK,https://r-forge.r-project.org/projects/glucpack/
GO-GARCH,https://r-forge.r-project.org/projects/gogarch/
GOgraph,https://r-forge.r-project.org/projects/gograph/
GRAPHical Comparison of Graphs,https://r-forge.r-project.org/projects/graphcomparison/
GRASP,https://r-forge.r-project.org/projects/grasp/
GRIMM,https://r-forge.r-project.org/projects/grimm/
GSEA rotation,https://r-forge.r-project.org/projects/gsearot/
GSoC,https://r-forge.r-project.org/projects/gsoc/
GUTS,https://r-forge.r-project.org/projects/guts/
GVAR - Global VAR Modeling,https://r-forge.r-project.org/projects/gvar/
GWASBinTests,https://r-forge.r-project.org/projects/gwas-bin-tests/
GWAtoolbox,https://r-forge.r-project.org/projects/gwatoolbox/
Galois,https://r-forge.r-project.org/projects/galois/
Game Theory Tools,https://r-forge.r-project.org/projects/gametheory/
Gap Analysis,https://r-forge.r-project.org/projects/gapanalysis/
Gauss-Seidel Estimation of GLMM,https://r-forge.r-project.org/projects/glmmgs/
GenABEL,https://r-forge.r-project.org/projects/genabel/
Gene set analysis with asymptotic pvalue,https://r-forge.r-project.org/projects/mgsz/
General functions for accelerometry,https://r-forge.r-project.org/projects/accelerometry/
Generalised Semi-linear CCA,https://r-forge.r-project.org/projects/gslcca/
Generalized DGC,https://r-forge.r-project.org/projects/gdgc/
Generalized Multilevel Permutation Model,https://r-forge.r-project.org/projects/gmpm/
Generalized iLUCK-models,https://r-forge.r-project.org/projects/luck/
Generalized method of moments,https://r-forge.r-project.org/projects/gmm/
Generalized ridge trace plots,https://r-forge.r-project.org/projects/genridge/
Generating Correlated Ordinal Values,https://r-forge.r-project.org/projects/orddata/
GenoView,https://r-forge.r-project.org/projects/genoview/
Genome-wide QTL Mapping via H-likelihood,https://r-forge.r-project.org/projects/hgwas/
Genome-wide analysis using MOSS,https://r-forge.r-project.org/projects/genmoss/
Genotype Database Framework,https://r-forge.r-project.org/projects/gtdb/
GeoRiskR,https://r-forge.r-project.org/projects/reoriskr/
Global Soil Information Facilities,https://r-forge.r-project.org/projects/gsif/
GoF via cumulative residuals,https://r-forge.r-project.org/projects/gof/
Gradient forest,https://r-forge.r-project.org/projects/gradientforest/
Graphical Models with R,https://r-forge.r-project.org/projects/gmwr/
Graphical Multiple Comparison Procedure,https://r-forge.r-project.org/projects/gsrmtp/
Grid-based symbols,https://r-forge.r-project.org/projects/gsymbols/
Guerry: maps, data and methods,https://r-forge.r-project.org/projects/guerry/
H measure,https://r-forge.r-project.org/projects/hmeasure/
HAB bathymetry models,https://r-forge.r-project.org/projects/hab-bathy/
HGNC gene symbol helper,https://r-forge.r-project.org/projects/hgnchelper/
HITXML,https://r-forge.r-project.org/projects/hitxml/
HMSC,https://r-forge.r-project.org/projects/hmsc/
HTDA (High Throughput Data Analysis),https://r-forge.r-project.org/projects/htda/
HTML Imagemap Creator,https://r-forge.r-project.org/projects/imagemap/
HTSAnalysis,https://r-forge.r-project.org/projects/htsfilter/
HTSanalyzeR,https://r-forge.r-project.org/projects/htsanalyzer/
HaarSeg,https://r-forge.r-project.org/projects/haarseg/
Hadoop Streaming,https://r-forge.r-project.org/projects/hadoopstreaming/
Health Inequalities,https://r-forge.r-project.org/projects/decomp/
Hedonic Elementary Price Indices,https://r-forge.r-project.org/projects/hepi/
Hidden Markov Models with R,https://r-forge.r-project.org/projects/hmmr/
Hierarchical Generalized Linear Models,https://r-forge.r-project.org/projects/hglm/
Hierarchical Likelihood,https://r-forge.r-project.org/projects/hlikelihood/
Hierarchical RandomForest,https://r-forge.r-project.org/projects/hie-ran-forest/
High Performance Cluster Models,https://r-forge.r-project.org/projects/hpcwld/
High-dimensional Additive Modelling,https://r-forge.r-project.org/projects/hgam/
High-throughput Screens Analyzer,https://r-forge.r-project.org/projects/hts-analyzer/
HistData: Historical data sets,https://r-forge.r-project.org/projects/histdata/
HistogramTools for Big Data,https://r-forge.r-project.org/projects/histogramtools/
Historical & Implied Volatility,https://r-forge.r-project.org/projects/hivol/
Home Range Tools,https://r-forge.r-project.org/projects/hrtools/
Hybrid Monte Carlo,https://r-forge.r-project.org/projects/hybridmc/
Hydrological related packages,https://r-forge.r-project.org/projects/widatagetter/
Hyper-g Priors for GAM selection,https://r-forge.r-project.org/projects/hypergsplines/
IBData: Realtime market data from IB,https://r-forge.r-project.org/projects/ibdata/
ICAFF package,https://r-forge.r-project.org/projects/ica/
ICES WGNSSK functions,https://r-forge.r-project.org/projects/ices-frs/
ICPSR MSDA,https://r-forge.r-project.org/projects/icpsrmsda/
IPMpack,https://r-forge.r-project.org/projects/ipmpack/
IPSUR,https://r-forge.r-project.org/projects/ipsur/
IRT person fit,https://r-forge.r-project.org/projects/perfit/
IRT person-fit indices,https://r-forge.r-project.org/projects/nirt-perfit/
